Sentence,Class
የዋስትና ማመልከቻ የክልል ፍቤትን የሚመለከት ጉዳይ ፌዴራል ፍቤት ሊቀርብ ይችላል ወይ  የፌዴራል ጉዳይ የፌዴራል ሥልጣን በሌለው ክልል ፍቤት ሊቀርብ ይችላል,Criminal law
ከዚህ በላይ ባለው ንዑስ ቍጥር በተነገረው መሠረት የተከፈለውን ገንዘብ ለፍርድ ቤቱ ተገቢ መስሎ ከታየው ወለድ ጋር ሊከፍል የሚገባውን የመንግሥት ግብር የባለርስቱን አበል ሳይከፍል በመቅረቱ መሬቱ ለተሸጠበት ሰው እንዲመለስለት ለማዘዝ ይችላል,Civil law
ጋብቻው የተፈጸመበት ሥርዓት ማናቸውም ዓይነት ቢሆን፣ የጋብቻው መፍረስና የሚያስከትለው ውጤት አንድ ዓይነት ነው,Family law
የተሾመውን ከሥራው ሊሽር ከውሳኔው በፊት በተቻለ መጠን ከልጁ ወደላይ የሚቆጠሩ ወላጆች አካለመጠን ከደረሱ ወንድሞቹና እህቶቹ ጋር መመካከር ይገባዋል,Family law
የማይንቀሳቀሰውን ንብረት በሚመለከት በማናቸውም ምክንያት የተደረገውን ውል በመተላለፍ የሚደርሰውን የጉዳት ካሣ ማናቸውንም ኪሣራ ለመጠየቅ ሲሆን ውሉ ይህንኑ ንብረት በሙሉ በከፊል የሚመለከት ሲሆን,Civil law
በአዋጁ አንቀጽ 32ለ መሰረት ለመማር  ለመሰልጠን የሚደረግ ውል መሰረት ያደረገው ተማሪዎች  ሰልጣኞች ከሚሰጧቸው ትምህርት  ስልጠና ጋር በተያያዘ በመስክ ልምምድ ወቅት በሚሰሯቸው ተጓዳኝ ሥራዎች ላይ ነው,Labor law
ከዚህም ባለፈ ሠራተኛን የሠራተኛ ማኅበር አባል ከሆነ በኋላ አባልነቱን እንዳያቋርጥ፣ከአንድ ማኅበር ወጥቶ የሌላ ማኅበር አባል እንዲሆን እንዳይሆን መከልከል እንዲሁም በኤች.አይ.ቪ.ኤድስ እና በአካል ጉዳት ምክንያት በሠራተኞች መካከል አድልዎ መፈጸም፤የሚሉት ደግሞ በፊደል መ እና ረ ላይ የተጨመሩ ማስተካከያዎች መሆናቸውን ለመገንዘብ ይቻላል,Labor law
የወንጀል ምርመራ ተግባራት የወንጀል ጉዳዮች ላይ መረጃን ማስረጃን ማፈላለግን፣ ማግኘትን፣ መተንተንን፣ ማደራጀትን፣ ማኖርን፣ ለሚፈለገው ዓላማ ዝግጁ ማድረግን,Criminal law
በዚህም ሒሳብ ክርክር ከተደረገበት በኋላ ሒሳቡን ያቆማሉ ለባለዕዳውንብረቶቹን መዝገቦቹን ወረቀቶቹንና ዕቃዎቹን በሙሉ ይመልሳሉ,commercial law
ይህ አስተያየት በቁጥር 67 ላይ ተመስርቶ የተሰጠ ከሆነ ፍርድ ቤቱ ዋስትናውን ለመፍቀድም ሆነ ላለመፍቀድ ይህንን አስተያየት መነሻ አድርጎ መሆን አለበት,Criminal law
አካለ መጠን ያልደረሰው ልጅ ጥቅም የሚያስገድድ ሆኖ የተገኘ እንደሆነ ስለ አሳዳሪው፡ ስለሞግዚቱ አባቱ እናቱ ያደረጉትን ውሳኔ ፍርድ ቤት ሊሽረው ሊያሻሽለው ይችላል,Family law
የሚኒስትሮች ምክር ቤትን ይመራል፣ ያስተባብራል፣ ይወክላል,Constitutional law
በኢንሹራንስ ውል አፈጻጸም ምክንያት ክርክር የተነሳ  ክሱ የኢንሹራንሱ ኩባንያ ዋና መሥሪያ ቤት በሚገኝበት ቦታ ኩባንያው በኢትዮጵያ ውስጥ  በተመዘገበበትና በሚሠራበት ቦታ ውሉ የተደረገበት ሀብት በሚገኝበት ቦታ ባስቻለው ባለ ሥልጣን ፍርድ ቤት ሊቀርብ ይችላል,Civil law
እንዲሁም ሕጋዊ የሆኑትን ማስታወቂያዎች ለመቀበል የተፈቀደለት የማኅበሩ ዋና መሥሪያ ቤት በሚገኝበት ቦታ ባለና የቀደምትነት መብታቸውን በአክሲዮን ለመግዛት መጻፉ የሚጀምርበትንና የሚያልቅበትን ቀን እንዲሁም አክስዮኖቹ የሚወጡበትን ዋጋና ከዋጋቸውም ላይ የሚከፈለውን ልክ በሚገልጽ ጋዜጣ ባለአክሲዮኖቹ እንዲያውቁት ይደረጋል,commercial law
የሕገ መንግሥት ጉዳዮች አጣሪ ጉባኤን ያደራጃል,Constitutional law
ለአስተዳደግ ሲባል፣ ለህክማና  ከህመም ለመዳን  እንደገና ለመቋቋም ሲሆን በሚል የተጠቀሱት ግንኙነቶች መነሻቸው ውል እንደሆነ በእንግሊዝኛው ቅጂ ላይ ተመልክቷል,Labor law
ቀለብ ሰጪው ተቀባዩ በሚያቀርቡት ጥያቄ መሠረት ስለቀለቡ መጠን ስለቀለብ ተቀባዩ መኖሪያ የተሰጠውን ውሳኔ በማናቸውም ጊዜ ማሻሻል ይቻላል,Family law
በተጨማሪም ተገቢ መስሎ የታየውንና ነገሩን ለማስፈጸም ተስማሚ  ብሎ የሚገምተውን ማናቸውንም ሌላ ውሣኔ ብይን ትእዛዝ ፍርድ መስጠት ይችላል,Civil law
በሌላ በኩል ደግሞ የጸረሙስና ልዩ የሥነሥርዓትና የማስረጃ አዋጅ ስለብርበራ በግልጽ የሚደነግገዉ ነገር ባይኖርም ስለግንኙነት ጠለፋ የፍርድቤት ፈቃድ ማግኘት ሳያስፈልግ በህግ አስፈጻሚዉ ፈቃድ ሊፈጸም አንደሚችል ይደነግጋል,Criminal law
የንግድ መደብር የኢንዱስትሪ ባለቤትነት መብቶች የተመዘገበ የመፈልሰም መብት የንግድ መልክቶች ሥዕሎችና ሞዴሎች የኢንዱስትሪ ባቤትነት መብቶች በልዩ ሕጎች መሠረት ይተዳደራሉ,commercial law
ሠራተኛው የአዕምሮ፣ የጉልበት  ደግሞ ሁለቱንም የያዘ አገልግሎት እንደሚሰጥ ሁሉ ከአሠሪው በኩል ደግሞ ሁሌም ደመወዝ የመክፈል ግዴታ ይኖራል,Labor law
ከዚህ በላይ በተመለከተው ምዕራፍ በ3ኛው ክፍል በወሰ ድንጋጌ መሠረት ከተከራካሪቻቹ ወገኖች ባንደኛው አመልካችነት ምትክ ዳኛ ሲሾም በቁጥር 112 የተመለከተው ተፈጻሚ ይሆናል,Civil law
የሕገ መንግሥት ጉዳዮች አጣሪ ጉባኤን ያደራጃል,Constitutional law
የወንጀል ምርመራ የሚካሄድባቸው ጉዳዮች፣ የወንጀል ምርመራ ዓላማ፣ ተግባራትና መርሆዎች የወንጀል ምርመራ ሥራዎችን ውጤታማ ለማድረግ በነዚህ መርሆዎችና አላማዎች መመስረት አለበት,Criminal law
ስለሆነም በዚህ ረገድ የሚነሱትንአለመግባባቶች እንደየጉዳዮቹና የአሠሪው መዋቅራዊ አደረጃጀት ነባራዊ ሁኔታ አንጻር እጅግ ጥንቃቄ በተሞላበት ሁኔታ ማየትን ይጠይቃል,Labor law
በውጭ አገር ፍርድ ቤት በቀረበ የፍተሐ ብሔር ክርክር ምክንያት በኢትዮጵያ ውስጥ የሚገኝ ምስክር ማስረጃ ተመርምሮ እንዲላክ በተጠየቀ ጊዜ በዚህ ሕግ በቁጥር 130 የተነገረው ድንጋጌ እንደተጠበቀ ሆኖ ከፍተኛው ፍርድ ቤት ጥያቄውን ተቀብሎ መፈጸም ተገቢ ሆኖ ሲታየው አስፈላጊውን ራሱ ሊያከናውን,Civil law
ሀገራችን ኢትዮጵያም ከጉዳዩ ጋር በተያያዘ ትልቅ መሰረት እንደሆነ የሚቆጠረው አለም አቀፉ የኢኮኖሚ፣ የማህበራዊና የባህል መብቶች ስምምነት  ፈራሚና አጽዳቂተቀባይ ሀገር እንደመሆኗ መጠን ከስምምነቱ ጋር ተመሳሳይ በሆነ ሁኔታ ማንኛውም ኢትዮጵያዊ በሀገሪቱ ውስጥ በማንኛውም የኢኮኖሚያዊ እንቅስቃሴ የመሰማራትና ለመተዳደሪያው የመረጠውን ሥራ የመስራት መብት አለው በማለት በሕገ-መንግስቷ አስቀምጣለች,Labor law
በዚህ አንቀጽ ንዑስ አንቀጽ  የተመለከተው ቢኖርም፤ ባልና ሚስቱ ስለፍቺው ውጤት ያደረጉት ስምምነት የልጆቻቸውን ደህንነትና ጥቅም በበቂ ሁኔታ የማያስጠብቅ የአንደኛውን ተጋቢ ጥቅም የሚጎዳ ሆኖ ካገኘው ፍርድ ቤቱ የፍቺውን ስምምነት ብቻ በማጽደቅ የፍቺውን ውጤት በተመለከተ ጉድለቶቹ እንዲስተካከሉ ተገቢ መስሎ የታየውን ውሳኔ ይሰጣል,Family law
አስቀድሞ በአንደኛው ወገን አቤቱታ ሙግት በግልጽ የተካደ ጉዳት ካልሆነ በቀር አንዱ ወገን ተከራካሪ ሕጋዊ በሆነ ግምት የሚደገፍበትን ነገር ሌላው ወገን ማስረጃ እንዲያቀርብ ተገቢ የሆነበትን ጉዳይ ሌላው ወገን በአቤቱታው ውስጥ መጥቀስ አይገባውም,Civil law
ከዚህ በተጨማሪ ምንአልባት መነሳት ያለበት ሌላው ነገር ቢኖር አንድ የሥራ መሪ ወደ ሠራተኛ የሥራ መደብ  በተቃራኒው ደግሞ አንድ ሠራተኛ ወደ ሥራ መሪ የሥራ መደብ ሊቀያየሩ የሚችሉበት አጋጣሚም ሰፊ ከመሆኑ አንጻር አሁን ላይ ሠራተኛ የሆነው ግለሰብ የሥራ መሪ በነበረበት ወቅት እንዲሁም አሁን ላይ የሥራ መሪ የሆነው ግለሰብ ሠራተኛ በነበረበት ወቅት የሚያነሳቸው የመብት ጥያቄዎችም ሆኑ አሠሪው በግለሰቡ ላይ የሚጠይቃቸው ጥያቄዎች ቢኖሩ ጥያቄዎቹ ሊስተናገዱ የሚችሉት ግለሰቡ አሁን ላይ ያለበትን የሥራ መደብ ታሳቢ በማድረግ ሳይሆን በግለሰቡም ሆነ በአሠሪው በኩል ለሚቀርቡት ጥያቄዎች መነሻ የሆኑት ምክንያቶች በተከሰቱበት ወቅት ግለሰቡ የነበረበትን የሥራ መደብ በሚገዛው ሕግ መሆኑን መገንዘብ ያስፈልጋል,Labor law
በልማድ የታወቀ ካለሆነ ሌላ ስምምነት ካልተደረገ በቀር ተዋዋዮቹ በጉዳዩ ውል ለማድረግ የተስማሙ እንደሆነ ውሉ የሚደረግበትን ሁኔታ ለተዋዋዮች ሁሉ ወዲያውኑ ደላላው ማስታወቅ አለበት,commercial law
እንዲሁም ሞግዚቱ በፍርድ ቤት ካልተፈቀደለት በስተቀር አካለመጠን ባልደረሰው ልጅ ላይ ማናቸውንም መብት ገንዘብ የሚጠይቅበትን መብት ለመቀበል አይችልም,Family law
ይህም በሆነ ጊዜ አመልካቹ በሚሰጠው የመሐላ ቃልና በማመልከቻው ጽሑፍ ላይ ዋናው ባለጉዳይ ለመቅረብ ማመልከቻ ለመጻፍ ያልቻለ መሆኑን ጭምር መግለጽ አለበት,Civil law
ማንኛውም ሰው ተገዶ ጋብቻ የፈጸመ እንደሆነ ጋብቻው እንዲፈርስ ጥያቄውን ለፍርድ ቤት ማቅረብ ይችላል,Family law
ማንኛውም ተከራካሪ ወገን የምስክሩን ቃል በይበልጥ ለማረጋገጥ ምስክሩ ቀርቦ መስቀልኛ ጥያቄ እየተጠየቀ ቃሉን እንዲሰጥ ያቀረበው ጥያቄ በቅን ልቡና መሆኑን ፍርድ ቤቱ የተረዳው ና ምስክሩም ተገኝቶ ለመቅረብ የሚችል  ከዚህ በላይ ባለው ንዑስ ቁጥር  የተነገረው ትእዛዝ አይሰጥም,Civil law
በቁጥር 631 በተመለከተው አነጋገር በአየር ማጓዝ የተባለው ቃል አጓዡ ሸቀጡን ጓዙን ተረክቦ በኤሮፕላን ጣቢያ በኤሮፕላን ውስጥ የነበረበትን ጊዜ ከኤሮፕላን ጣቢያ ውጭ የሚያርፍበትን ማናቸውንም ጊዜ ይጨምራል,commercial law
ወኪል የሆነው ዳኛ ድምፅ ለመስጠትና ለድምፅ ብልጫ አቆጣጠር ብቻ ሲል ክርክር የተነሣባቸውን ዕዳዎች በሙሉ በከፊል ሊቀበላቸው ይችላል,commercial law
የንብረት አስተዳደራቸውን አስመልክቶ የሚያደርጉት ውል እንደተጠበቀ ሆኖ ጋብቻ ሳይፈጽሙ እንደባልና ሚስት አብረው የሚኖሩ ሰዎች ከሶስት ዓመት ላላነሰ ጊዜ አብረው ከኖሩ በግንኙነቱ ውስጥ እያሉ ያፈሩዋቸው ንብረቶች የጋራ ሀብታቸው ይሆናሉ,Family law
ፍርድ ቤቱ ከባለሥልጣኑ የቀረበለት መረጃ በቂ መስሎ ያልታየው እንደሆነ አዲስ ምርመራ በማከናወን ተጨማሪ መረጃ እንዲያቀርብለት ባለሥልጣኑን ለማዘዝ እንዲሁም ሌሎች ግለሰቦችም ሆኑ ድርጅቶች አስፈላጊ መስሎ የሚታያቸውንና በእጃቸው የሚገኘውን መረጃ እንዲያቀርቡ,Family law
ለዚሁ ለተመለከተው ለአክሲዮን ዐይነት ባአክሲዮኖች በሆኑት ልዩ ጉባኤ ፈቃድ ካልሆነ በቀር ለዚሁ የአክሲዮን ዐይነት የተሰጡትን መብቶች ለመለወጥ አይቻልም,commercial law
በፖሊስ ጣቢያ የሚሰጥ ቃል ብዙ ጊዜ ፍቤት ሲቀርብ ተቃውሞ ሲቀርብበት ይታያል,Criminal law
የኢትዮጵያ ሰንደቅ ዓላማ ከላይ አረንጓዴ፣ ከመሐል ቢጫ፣ ከታች ቀይ ሆኖበመሐሉ ብሔራዊ ዓርማ ይኖረዋል,Constitutional law
ነገር ግን መቃወሚያው እንዲታለፍ የወሰነ እንደ ሆነ በወንጀሉ ክስ ፍርድ እስኪሰጥበት ድረስ ለጊዜው መብቱን እንዲቀበሉት ፍርድ ቤቱ ሊፈቅድ አይችልም,commercial law
የስራ ውል የሚመሠረተው ማንኛወም ሰው ደመወዝ እየተከፈለው በአሰሪው መሪነት በቀጥታም ሆነ በተዘዋዋሪ መንገድ ለተወሰነ  ላልተወሠነ ጊዜ  የተወሰነ ሥራ ለአሠሪው ለመስራት ሲስማሙ መሆኑን በሚመለከት በሰመቁ 81814፣ ቅፅ 15 ገጽ 24 የተሰጠው ውሳኔ ይህንኑ ያረጋግጥልናል,Labor law
በመጨረሻ ሊታወስ የሚገባው ነገር ቢኖር ለተወሰነ ጊዜሥራ በተቀጠሩ እና ላልተወሰነ ጊዜሥራ በተቀጠሩ ሠራተኞች መካከል ሊነሳ የሚችለው የመብት ይገባኛል ጥያቄ ነው,Labor law
ምትክ ዳኛው የሂሣብ ማጣራቱን ሥራ በምን ዓይነት እንደሚያከናውን የሂሣቡን ትክክለኛነት የሚያረጋግጠው በምን ሁኔታ  ገልጾ ሊያስታውቀው ይችላል,Civil law
ከዚህ በላይ በተመለከተው ድንጋጌ መሠረት ከፍርድ በፊት ተከብሮ ተይዞ በነበረው ንብረት ላይ ለከሣሽ የተፈረደለት  ስለ ፍርዱ አፈጻጸም ንብረቱ እንዲያዝ እንዲከበር ሌላ ማመልከቻ እንዲያቀርብ ሳያስፈልግ በቀድሞው ውሳኔ መሠረት ንብረቱ በመያዝ ላይ እንዳለ የፍርዱ አፈጻጸም እንዲቀጥል  ለማድረግ ይችላል,Civil law
ፍርድ ቤቱ የቀረበለትን ቅሬታ መርምሮ በሽማግሌዎቹ የተሰጠውን ውሳኔ ሊያፀና፣ ሊያሻሽል  ሊሽር ይችላል፤ የሚሰጠውም ውሳኔ የመጨረሻ ይሆናል,Family law
የተጠቀሰው አንደተጠበቀ ሆኖ የሃይማኖት ተከታዮች ሃይማኖታቸውን ለማስፋፋትና ለማደራጀት የሚያስችሏቸው የሃይማኖት ትምህርትና የአስተዳደር ተቋማት ማቋቋም ይችላሉ,Constitutional law
እንዲሁም ተቃራኒ ስምምነት ከሌለ በቀር ለማኅበሩ በአንድነት ሳይከፋፈል አላፊ ከሆኑት ማኅበረተኞች የግል ከሆነው ንብረታቸው ላይ መብታቸውን ሊጠይቁ ይችላሉ,commercial law
